data_label,year,gear,julian,sample_num,region,prob,
YukonRetro,2000,Fish Wheel,197,111,31,0.62,
YukonRetro,2000,Fish Wheel,197,111,32,0.29,
YukonRetro,2000,Fish Wheel,,111,34,0.04,
YukonRetro,2000,Fish Wheel,,111,33,0.03,
YukonRetro,2000,Fish Wheel,,111,30,0.01,
YukonRetro,2000,Fish Wheel,,111,35,0,
YukonRetro,2000,Fish Wheel,,111,38,0,
YukonRetro,2000,Fish Wheel,197,112,33,0.72,
YukonRetro,2000,Fish Wheel,197,112,31,0.11,
YukonRetro,2000,Fish Wheel,,112,32,0.07,
YukonRetro,2000,Fish Wheel,,112,34,0.06,
YukonRetro,2000,Fish Wheel,,112,35,0.05,
YukonRetro,2000,Fish Wheel,,112,38,0,
YukonRetro,2000,Fish Wheel,,112,,,
YukonRetro,2000,Fish Wheel,198,113,32,0.81,
YukonRetro,2000,Fish Wheel,198,113,31,0.15,
YukonRetro,2000,Fish Wheel,,113,33,0.04,
YukonRetro,2000,Fish Wheel,,113,34,0.01,
YukonRetro,2000,Fish Wheel,,113,35,0,
YukonRetro,2000,Fish Wheel,,113,30,0,
YukonRetro,2000,Fish Wheel,,113,38,0,
YukonRetro,2000,Fish Wheel,198,114,34,1,
YukonRetro,2000,Fish Wheel,198,114,32,0,
YukonRetro,2000,Fish Wheel,,114,38,0,
YukonRetro,2000,Fish Wheel,,114,35,0,
YukonRetro,2000,Fish Wheel,,114,31,0,
YukonRetro,2000,Fish Wheel,,114,,,
YukonRetro,2000,Fish Wheel,,114,,,
YukonRetro,2000,Fish Wheel,202,115,32,0.44,
YukonRetro,2000,Fish Wheel,202,115,33,0.4,
YukonRetro,2000,Fish Wheel,,115,31,0.14,
YukonRetro,2000,Fish Wheel,,115,38,0.02,
YukonRetro,2000,Fish Wheel,,115,,,
YukonRetro,2000,Fish Wheel,,115,,,
YukonRetro,2000,Fish Wheel,,115,,,
YukonRetro,2000,Fish Wheel,202,116,31,0.99,
YukonRetro,2000,Fish Wheel,202,116,32,0.01,
YukonRetro,2000,Fish Wheel,,116,33,0,
YukonRetro,2000,Fish Wheel,,116,35,0,
YukonRetro,2000,Fish Wheel,,116,34,0,
YukonRetro,2000,Fish Wheel,,116,38,0,
YukonRetro,2000,Fish Wheel,,116,,,
YukonRetro,2000,Fish Wheel,202,117,34,0.94,
YukonRetro,2000,Fish Wheel,202,117,38,0.06,
YukonRetro,2000,Fish Wheel,,117,31,0.01,
YukonRetro,2000,Fish Wheel,,117,35,0,
YukonRetro,2000,Fish Wheel,,117,32,0,
YukonRetro,2000,Fish Wheel,,117,33,0,
YukonRetro,2000,Fish Wheel,,117,36,0,
YukonRetro,2000,Fish Wheel,203,118,32,0.83,
YukonRetro,2000,Fish Wheel,203,118,33,0.09,
YukonRetro,2000,Fish Wheel,,118,34,0.06,
YukonRetro,2000,Fish Wheel,,118,31,0.02,
YukonRetro,2000,Fish Wheel,,118,35,0,
YukonRetro,2000,Fish Wheel,,118,38,0,
YukonRetro,2000,Fish Wheel,,118,30,0,
YukonRetro,2000,Fish Wheel,204,119,32,0.59,
YukonRetro,2000,Fish Wheel,204,119,38,0.2,
YukonRetro,2000,Fish Wheel,,119,34,0.19,
YukonRetro,2000,Fish Wheel,,119,35,0.02,
YukonRetro,2000,Fish Wheel,,119,31,0,
YukonRetro,2000,Fish Wheel,,119,33,0,
YukonRetro,2000,Fish Wheel,,119,36,0,
YukonRetro,2000,Fish Wheel,207,120,34,0.97,
YukonRetro,2000,Fish Wheel,207,120,38,0.02,
YukonRetro,2000,Fish Wheel,,120,32,0.01,
YukonRetro,2000,Fish Wheel,,120,31,0,
YukonRetro,2000,Fish Wheel,,120,35,0,
YukonRetro,2000,Fish Wheel,,120,33,0,
YukonRetro,2000,Fish Wheel,,120,,,
YukonRetro,2000,Fish Wheel,207,121,38,0.96,
YukonRetro,2000,Fish Wheel,207,121,34,0.04,
YukonRetro,2000,Fish Wheel,,121,32,0,
YukonRetro,2000,Fish Wheel,,121,33,0,
YukonRetro,2000,Fish Wheel,,121,31,0,
YukonRetro,2000,Fish Wheel,,121,35,0,
YukonRetro,2000,Fish Wheel,,121,,,
YukonRetro,2000,Fish Wheel,207,122,32,0.94,
YukonRetro,2000,Fish Wheel,207,122,31,0.05,
YukonRetro,2000,Fish Wheel,,122,35,0,
YukonRetro,2000,Fish Wheel,,122,34,0,
YukonRetro,2000,Fish Wheel,,122,33,0,
YukonRetro,2000,Fish Wheel,,122,36,0,
YukonRetro,2000,Fish Wheel,,122,,,
YukonRetro,2000,Fish Wheel,207,123,34,0.95,
YukonRetro,2000,Fish Wheel,207,123,32,0.04,
YukonRetro,2000,Fish Wheel,,123,31,0.01,
YukonRetro,2000,Fish Wheel,,123,33,0,
YukonRetro,2000,Fish Wheel,,123,35,0,
YukonRetro,2000,Fish Wheel,,123,38,0,
YukonRetro,2000,Fish Wheel,,123,,,
YukonRetro,2000,Fish Wheel,207,124,38,0.99,
YukonRetro,2000,Fish Wheel,207,124,34,0.01,
YukonRetro,2000,Fish Wheel,,124,32,0,
YukonRetro,2000,Fish Wheel,,124,35,0,
YukonRetro,2000,Fish Wheel,,124,,,
YukonRetro,2000,Fish Wheel,,124,,,
YukonRetro,2000,Fish Wheel,,124,,,
YukonRetro,2000,Fish Wheel,207,125,33,0.56,
YukonRetro,2000,Fish Wheel,207,125,38,0.3,
YukonRetro,2000,Fish Wheel,,125,34,0.11,
YukonRetro,2000,Fish Wheel,,125,31,0.01,
YukonRetro,2000,Fish Wheel,,125,32,0.01,
YukonRetro,2000,Fish Wheel,,125,35,0,
YukonRetro,2000,Fish Wheel,,125,30,0,
YukonRetro,2000,Fish Wheel,207,126,32,0.69,
YukonRetro,2000,Fish Wheel,207,126,33,0.18,
YukonRetro,2000,Fish Wheel,,126,31,0.1,
YukonRetro,2000,Fish Wheel,,126,34,0.03,
YukonRetro,2000,Fish Wheel,,126,30,0,
YukonRetro,2000,Fish Wheel,,126,35,0,
YukonRetro,2000,Fish Wheel,,126,38,0,
YukonRetro,2000,Fish Wheel,207,127,32,0.97,
YukonRetro,2000,Fish Wheel,207,127,34,0.02,
YukonRetro,2000,Fish Wheel,,127,33,0.01,
YukonRetro,2000,Fish Wheel,,127,31,0,
YukonRetro,2000,Fish Wheel,,127,38,0,
YukonRetro,2000,Fish Wheel,,127,,,
YukonRetro,2000,Fish Wheel,,127,,,
YukonRetro,2000,Fish Wheel,207,128,31,0.56,
YukonRetro,2000,Fish Wheel,207,128,32,0.25,
YukonRetro,2000,Fish Wheel,,128,33,0.16,
YukonRetro,2000,Fish Wheel,,128,38,0.02,
YukonRetro,2000,Fish Wheel,,128,34,0,
YukonRetro,2000,Fish Wheel,,128,,,
YukonRetro,2000,Fish Wheel,,128,,,
YukonRetro,2000,Fish Wheel,207,129,31,0.61,
YukonRetro,2000,Fish Wheel,207,129,34,0.28,
YukonRetro,2000,Fish Wheel,,129,32,0.06,
YukonRetro,2000,Fish Wheel,,129,33,0.03,
YukonRetro,2000,Fish Wheel,,129,35,0.01,
YukonRetro,2000,Fish Wheel,,129,38,0,
YukonRetro,2000,Fish Wheel,,129,36,0,
YukonRetro,2000,Fish Wheel,208,130,34,0.51,
YukonRetro,2000,Fish Wheel,208,130,38,0.4,
YukonRetro,2000,Fish Wheel,,130,35,0.06,
YukonRetro,2000,Fish Wheel,,130,32,0.03,
YukonRetro,2000,Fish Wheel,,130,33,0,
YukonRetro,2000,Fish Wheel,,130,31,0,
YukonRetro,2000,Fish Wheel,,130,,,
YukonRetro,2000,Fish Wheel,208,131,31,1,
YukonRetro,2000,Fish Wheel,208,131,33,0,
YukonRetro,2000,Fish Wheel,,131,32,0,
YukonRetro,2000,Fish Wheel,,131,30,0,
YukonRetro,2000,Fish Wheel,,131,35,0,
YukonRetro,2000,Fish Wheel,,131,,,
YukonRetro,2000,Fish Wheel,,131,,,
YukonRetro,2000,Fish Wheel,208,132,32,0.92,
YukonRetro,2000,Fish Wheel,208,132,31,0.08,
YukonRetro,2000,Fish Wheel,,132,33,0.01,
YukonRetro,2000,Fish Wheel,,132,30,0,
YukonRetro,2000,Fish Wheel,,132,,,
YukonRetro,2000,Fish Wheel,,132,,,
YukonRetro,2000,Fish Wheel,,132,,,
YukonRetro,2000,Fish Wheel,208,133,33,0.69,
YukonRetro,2000,Fish Wheel,208,133,31,0.29,
YukonRetro,2000,Fish Wheel,,133,32,0.01,
YukonRetro,2000,Fish Wheel,,133,34,0,
YukonRetro,2000,Fish Wheel,,133,35,0,
YukonRetro,2000,Fish Wheel,,133,38,0,
YukonRetro,2000,Fish Wheel,,133,,,
YukonRetro,2000,Fish Wheel,208,134,31,1,
YukonRetro,2000,Fish Wheel,208,134,33,0,
YukonRetro,2000,Fish Wheel,,134,,,
YukonRetro,2000,Fish Wheel,,134,,,
YukonRetro,2000,Fish Wheel,,134,,,
YukonRetro,2000,Fish Wheel,,134,,,
YukonRetro,2000,Fish Wheel,,134,,,
YukonRetro,2000,Fish Wheel,208,135,32,0.96,
YukonRetro,2000,Fish Wheel,208,135,31,0.03,
YukonRetro,2000,Fish Wheel,,135,33,0.01,
YukonRetro,2000,Fish Wheel,,135,34,0,
YukonRetro,2000,Fish Wheel,,135,38,0,
YukonRetro,2000,Fish Wheel,,135,30,0,
YukonRetro,2000,Fish Wheel,,135,,,
YukonRetro,2000,Fish Wheel,209,136,34,0.67,
YukonRetro,2000,Fish Wheel,209,136,32,0.2,
YukonRetro,2000,Fish Wheel,,136,33,0.11,
YukonRetro,2000,Fish Wheel,,136,31,0.01,
YukonRetro,2000,Fish Wheel,,136,35,0,
YukonRetro,2000,Fish Wheel,,136,,,
YukonRetro,2000,Fish Wheel,,136,,,
YukonRetro,2000,Fish Wheel,209,137,31,1,
YukonRetro,2000,Fish Wheel,209,137,,,
YukonRetro,2000,Fish Wheel,,137,,,
YukonRetro,2000,Fish Wheel,,137,,,
YukonRetro,2000,Fish Wheel,,137,,,
YukonRetro,2000,Fish Wheel,,137,,,
YukonRetro,2000,Fish Wheel,,137,,,
YukonRetro,2000,Fish Wheel,210,138,31,0.67,
YukonRetro,2000,Fish Wheel,210,138,33,0.16,
YukonRetro,2000,Fish Wheel,,138,32,0.14,
YukonRetro,2000,Fish Wheel,,138,35,0.01,
YukonRetro,2000,Fish Wheel,,138,34,0.01,
YukonRetro,2000,Fish Wheel,,138,38,0,
YukonRetro,2000,Fish Wheel,,138,30,0,
YukonRetro,2000,Fish Wheel,210,139,32,0.8,
YukonRetro,2000,Fish Wheel,210,139,34,0.15,
YukonRetro,2000,Fish Wheel,,139,33,0.03,
YukonRetro,2000,Fish Wheel,,139,35,0.01,
YukonRetro,2000,Fish Wheel,,139,31,0.01,
YukonRetro,2000,Fish Wheel,,139,38,0.01,
YukonRetro,2000,Fish Wheel,,139,36,0,
YukonRetro,2000,Fish Wheel,210,140,32,0.87,
YukonRetro,2000,Fish Wheel,210,140,31,0.09,
YukonRetro,2000,Fish Wheel,,140,34,0.03,
YukonRetro,2000,Fish Wheel,,140,33,0.01,
YukonRetro,2000,Fish Wheel,,140,30,0,
YukonRetro,2000,Fish Wheel,,140,,,
YukonRetro,2000,Fish Wheel,,140,,,
YukonRetro,2000,Fish Wheel,212,141,31,0.97,
YukonRetro,2000,Fish Wheel,212,141,35,0.02,
YukonRetro,2000,Fish Wheel,,141,33,0,
YukonRetro,2000,Fish Wheel,,141,34,0,
YukonRetro,2000,Fish Wheel,,141,32,0,
YukonRetro,2000,Fish Wheel,,141,30,0,
YukonRetro,2000,Fish Wheel,,141,,,
YukonRetro,2000,Fish Wheel,215,142,31,0.61,
YukonRetro,2000,Fish Wheel,215,142,34,0.37,
YukonRetro,2000,Fish Wheel,,142,32,0.01,
YukonRetro,2000,Fish Wheel,,142,33,0.01,
YukonRetro,2000,Fish Wheel,,142,35,0,
YukonRetro,2000,Fish Wheel,,142,30,0,
YukonRetro,2000,Fish Wheel,,142,38,0,
YukonRetro,2000,Fish Wheel,217,143,30,0.99,
YukonRetro,2000,Fish Wheel,217,143,32,0.01,
YukonRetro,2000,Fish Wheel,,143,31,0,
YukonRetro,2000,Fish Wheel,,143,,,
YukonRetro,2000,Fish Wheel,,143,,,
YukonRetro,2000,Fish Wheel,,143,,,
YukonRetro,2000,Fish Wheel,,143,,,
YukonRetro,2000,Fish Wheel,218,144,30,0.98,
YukonRetro,2000,Fish Wheel,218,144,33,0.01,
YukonRetro,2000,Fish Wheel,,144,34,0.01,
YukonRetro,2000,Fish Wheel,,144,31,0,
YukonRetro,2000,Fish Wheel,,144,38,0,
YukonRetro,2000,Fish Wheel,,144,35,0,
YukonRetro,2000,Fish Wheel,,144,32,0,
YukonRetro,2000,Fish Wheel,219,145,32,0.59,
YukonRetro,2000,Fish Wheel,219,145,38,0.38,
YukonRetro,2000,Fish Wheel,,145,31,0.02,
YukonRetro,2000,Fish Wheel,,145,33,0.01,
YukonRetro,2000,Fish Wheel,,145,34,0.01,
YukonRetro,2000,Fish Wheel,,145,35,0,
YukonRetro,2000,Fish Wheel,,145,36,0,
YukonRetro,2000,Fish Wheel,220,146,32,0.45,
YukonRetro,2000,Fish Wheel,220,146,34,0.37,
YukonRetro,2000,Fish Wheel,,146,31,0.18,
YukonRetro,2000,Fish Wheel,,146,33,0,
YukonRetro,2000,Fish Wheel,,146,38,0,
YukonRetro,2000,Fish Wheel,,146,35,0,
YukonRetro,2000,Fish Wheel,,146,,,
YukonRetro,2000,Fish Wheel,221,147,33,0.5,
YukonRetro,2000,Fish Wheel,221,147,32,0.39,
YukonRetro,2000,Fish Wheel,,147,31,0.1,
YukonRetro,2000,Fish Wheel,,147,34,0.01,
YukonRetro,2000,Fish Wheel,,147,36,0,
YukonRetro,2000,Fish Wheel,,147,38,0,
YukonRetro,2000,Fish Wheel,,147,,,
YukonRetro,2000,Fish Wheel,224,148,32,0.91,
YukonRetro,2000,Fish Wheel,224,148,31,0.06,
YukonRetro,2000,Fish Wheel,,148,33,0.02,
YukonRetro,2000,Fish Wheel,,148,30,0,
YukonRetro,2000,Fish Wheel,,148,,,
YukonRetro,2000,Fish Wheel,,148,,,
YukonRetro,2000,Fish Wheel,,148,,,
YukonRetro,2000,Fish Wheel,204,149,38,1,
YukonRetro,2000,Fish Wheel,204,149,35,0,
YukonRetro,2000,Fish Wheel,,149,34,0,
YukonRetro,2000,Fish Wheel,,149,,,
YukonRetro,2000,Fish Wheel,,149,,,
YukonRetro,2000,Fish Wheel,,149,,,
YukonRetro,2000,Fish Wheel,,149,,,
YukonRetro,2000,Fish Wheel,206,150,31,0.92,
YukonRetro,2000,Fish Wheel,206,150,32,0.06,
YukonRetro,2000,Fish Wheel,,150,33,0.02,
YukonRetro,2000,Fish Wheel,,150,30,0,
YukonRetro,2000,Fish Wheel,,150,,,
YukonRetro,2000,Fish Wheel,,150,,,
YukonRetro,2000,Fish Wheel,,150,,,
YukonRetro,2001,Fish Wheel,193,1,38,1,
YukonRetro,2001,Fish Wheel,193,1,34,0,
YukonRetro,2001,Fish Wheel,,1,35,0,
YukonRetro,2001,Fish Wheel,,1,32,0,
YukonRetro,2001,Fish Wheel,,1,,,
YukonRetro,2001,Fish Wheel,,1,,,
YukonRetro,2001,Fish Wheel,,1,,,
YukonRetro,2001,Fish Wheel,193,2,36,1,
YukonRetro,2001,Fish Wheel,193,2,32,0,
YukonRetro,2001,Fish Wheel,,2,34,0,
YukonRetro,2001,Fish Wheel,,2,35,0,
YukonRetro,2001,Fish Wheel,,2,,,
YukonRetro,2001,Fish Wheel,,2,,,
YukonRetro,2001,Fish Wheel,,2,,,
YukonRetro,2001,Fish Wheel,193,3,34,0.99,
YukonRetro,2001,Fish Wheel,193,3,32,0.01,
YukonRetro,2001,Fish Wheel,,3,38,0,
YukonRetro,2001,Fish Wheel,,3,,,
YukonRetro,2001,Fish Wheel,,3,,,
YukonRetro,2001,Fish Wheel,,3,,,
YukonRetro,2001,Fish Wheel,,3,,,
YukonRetro,2001,Fish Wheel,194,4,36,1,
YukonRetro,2001,Fish Wheel,194,4,35,0,
YukonRetro,2001,Fish Wheel,,4,32,0,
YukonRetro,2001,Fish Wheel,,4,,,
YukonRetro,2001,Fish Wheel,,4,,,
YukonRetro,2001,Fish Wheel,,4,,,
YukonRetro,2001,Fish Wheel,,4,,,
YukonRetro,2001,Fish Wheel,194,5,34,0.99,
YukonRetro,2001,Fish Wheel,194,5,32,0.01,
YukonRetro,2001,Fish Wheel,,5,35,0.01,
YukonRetro,2001,Fish Wheel,,5,33,0,
YukonRetro,2001,Fish Wheel,,5,,,
YukonRetro,2001,Fish Wheel,,5,,,
YukonRetro,2001,Fish Wheel,,5,,,
YukonRetro,2001,Fish Wheel,195,6,36,1,
YukonRetro,2001,Fish Wheel,195,6,35,0,
YukonRetro,2001,Fish Wheel,,6,,,
YukonRetro,2001,Fish Wheel,,6,,,
YukonRetro,2001,Fish Wheel,,6,,,
YukonRetro,2001,Fish Wheel,,6,,,
YukonRetro,2001,Fish Wheel,,6,,,
YukonRetro,2001,Fish Wheel,195,7,36,1,
YukonRetro,2001,Fish Wheel,195,7,35,0,
YukonRetro,2001,Fish Wheel,,7,,,
YukonRetro,2001,Fish Wheel,,7,,,
YukonRetro,2001,Fish Wheel,,7,,,
YukonRetro,2001,Fish Wheel,,7,,,
YukonRetro,2001,Fish Wheel,,7,,,
YukonRetro,2001,Fish Wheel,196,8,38,0.99,
YukonRetro,2001,Fish Wheel,196,8,36,0.01,
YukonRetro,2001,Fish Wheel,,8,34,0,
YukonRetro,2001,Fish Wheel,,8,35,0,
YukonRetro,2001,Fish Wheel,,8,,,
YukonRetro,2001,Fish Wheel,,8,,,
YukonRetro,2001,Fish Wheel,,8,,,
YukonRetro,2001,Fish Wheel,196,9,38,0.66,
YukonRetro,2001,Fish Wheel,196,9,35,0.24,
YukonRetro,2001,Fish Wheel,,9,34,0.06,
YukonRetro,2001,Fish Wheel,,9,32,0.03,
YukonRetro,2001,Fish Wheel,,9,36,0.01,
YukonRetro,2001,Fish Wheel,,9,33,0,
YukonRetro,2001,Fish Wheel,,9,,,
YukonRetro,2001,Fish Wheel,196,10,31,1,
YukonRetro,2001,Fish Wheel,196,10,32,0,
YukonRetro,2001,Fish Wheel,,10,35,0,
YukonRetro,2001,Fish Wheel,,10,,,
YukonRetro,2001,Fish Wheel,,10,,,
YukonRetro,2001,Fish Wheel,,10,,,
YukonRetro,2001,Fish Wheel,,10,,,
YukonRetro,2001,Fish Wheel,196,11,34,0.48,
YukonRetro,2001,Fish Wheel,196,11,32,0.27,
YukonRetro,2001,Fish Wheel,,11,31,0.12,
YukonRetro,2001,Fish Wheel,,11,33,0.1,
YukonRetro,2001,Fish Wheel,,11,35,0.02,
YukonRetro,2001,Fish Wheel,,11,36,0.01,
YukonRetro,2001,Fish Wheel,,11,38,0,
YukonRetro,2001,Fish Wheel,196,12,34,0.99,
YukonRetro,2001,Fish Wheel,196,12,38,0.01,
YukonRetro,2001,Fish Wheel,,12,35,0,
YukonRetro,2001,Fish Wheel,,12,,,
YukonRetro,2001,Fish Wheel,,12,,,
YukonRetro,2001,Fish Wheel,,12,,,
YukonRetro,2001,Fish Wheel,,12,,,
YukonRetro,2001,Fish Wheel,197,13,31,1,
YukonRetro,2001,Fish Wheel,197,13,32,0,
YukonRetro,2001,Fish Wheel,,13,35,0,
YukonRetro,2001,Fish Wheel,,13,,,
YukonRetro,2001,Fish Wheel,,13,,,
YukonRetro,2001,Fish Wheel,,13,,,
YukonRetro,2001,Fish Wheel,,13,,,
YukonRetro,2001,Fish Wheel,197,14,34,0.92,
YukonRetro,2001,Fish Wheel,197,14,38,0.04,
YukonRetro,2001,Fish Wheel,,14,35,0.03,
YukonRetro,2001,Fish Wheel,,14,33,0.01,
YukonRetro,2001,Fish Wheel,,14,32,0,
YukonRetro,2001,Fish Wheel,,14,,,
YukonRetro,2001,Fish Wheel,,14,,,
YukonRetro,2001,Fish Wheel,197,15,38,0.99,
YukonRetro,2001,Fish Wheel,197,15,33,0.01,
YukonRetro,2001,Fish Wheel,,15,34,0,
YukonRetro,2001,Fish Wheel,,15,32,0,
YukonRetro,2001,Fish Wheel,,15,31,0,
YukonRetro,2001,Fish Wheel,,15,35,0,
YukonRetro,2001,Fish Wheel,,15,36,0,
YukonRetro,2001,Fish Wheel,197,16,31,0.61,
YukonRetro,2001,Fish Wheel,197,16,34,0.26,
YukonRetro,2001,Fish Wheel,,16,32,0.1,
YukonRetro,2001,Fish Wheel,,16,38,0.01,
YukonRetro,2001,Fish Wheel,,16,33,0.01,
YukonRetro,2001,Fish Wheel,,16,35,0.01,
YukonRetro,2001,Fish Wheel,,16,,,
YukonRetro,2001,Fish Wheel,197,17,36,1,
YukonRetro,2001,Fish Wheel,197,17,35,0,
YukonRetro,2001,Fish Wheel,,17,,,
YukonRetro,2001,Fish Wheel,,17,,,
YukonRetro,2001,Fish Wheel,,17,,,
YukonRetro,2001,Fish Wheel,,17,,,
YukonRetro,2001,Fish Wheel,,17,,,
YukonRetro,2001,Fish Wheel,198,18,36,1,
YukonRetro,2001,Fish Wheel,198,18,35,0,
YukonRetro,2001,Fish Wheel,,18,,,
YukonRetro,2001,Fish Wheel,,18,,,
YukonRetro,2001,Fish Wheel,,18,,,
YukonRetro,2001,Fish Wheel,,18,,,
YukonRetro,2001,Fish Wheel,,18,,,
YukonRetro,2001,Fish Wheel,198,19,38,0.81,
YukonRetro,2001,Fish Wheel,198,19,36,0.14,
YukonRetro,2001,Fish Wheel,,19,34,0.03,
YukonRetro,2001,Fish Wheel,,19,33,0.01,
YukonRetro,2001,Fish Wheel,,19,32,0,
YukonRetro,2001,Fish Wheel,,19,35,0,
YukonRetro,2001,Fish Wheel,,19,,,
YukonRetro,2001,Fish Wheel,198,20,36,0.46,
YukonRetro,2001,Fish Wheel,198,20,35,0.43,
YukonRetro,2001,Fish Wheel,,20,34,0.11,
YukonRetro,2001,Fish Wheel,,20,32,0,
YukonRetro,2001,Fish Wheel,,20,33,0,
YukonRetro,2001,Fish Wheel,,20,31,0,
YukonRetro,2001,Fish Wheel,,20,38,0,
YukonRetro,2001,Fish Wheel,198,21,36,1,
YukonRetro,2001,Fish Wheel,198,21,35,0,
YukonRetro,2001,Fish Wheel,,21,,,
YukonRetro,2001,Fish Wheel,,21,,,
YukonRetro,2001,Fish Wheel,,21,,,
YukonRetro,2001,Fish Wheel,,21,,,
YukonRetro,2001,Fish Wheel,,21,,,
YukonRetro,2001,Fish Wheel,198,22,36,0.87,
YukonRetro,2001,Fish Wheel,198,22,35,0.12,
YukonRetro,2001,Fish Wheel,,22,34,0.01,
YukonRetro,2001,Fish Wheel,,22,32,0,
YukonRetro,2001,Fish Wheel,,22,33,0,
YukonRetro,2001,Fish Wheel,,22,,,
YukonRetro,2001,Fish Wheel,,22,,,
YukonRetro,2001,Fish Wheel,198,23,35,0.56,
YukonRetro,2001,Fish Wheel,198,23,34,0.29,
YukonRetro,2001,Fish Wheel,,23,31,0.13,
YukonRetro,2001,Fish Wheel,,23,32,0.03,
YukonRetro,2001,Fish Wheel,,23,33,0,
YukonRetro,2001,Fish Wheel,,23,,,
YukonRetro,2001,Fish Wheel,,23,,,
YukonRetro,2001,Fish Wheel,199,24,36,1,
YukonRetro,2001,Fish Wheel,199,24,35,0,
YukonRetro,2001,Fish Wheel,,24,34,0,
YukonRetro,2001,Fish Wheel,,24,,,
YukonRetro,2001,Fish Wheel,,24,,,
YukonRetro,2001,Fish Wheel,,24,,,
YukonRetro,2001,Fish Wheel,,24,,,
YukonRetro,2001,Fish Wheel,199,25,35,0.45,
YukonRetro,2001,Fish Wheel,199,25,38,0.41,
YukonRetro,2001,Fish Wheel,,25,34,0.13,
YukonRetro,2001,Fish Wheel,,25,32,0,
YukonRetro,2001,Fish Wheel,,25,31,0,
YukonRetro,2001,Fish Wheel,,25,,,
YukonRetro,2001,Fish Wheel,,25,,,
YukonRetro,2001,Fish Wheel,199,26,36,0.81,
YukonRetro,2001,Fish Wheel,199,26,33,0.15,
YukonRetro,2001,Fish Wheel,,26,31,0.01,
YukonRetro,2001,Fish Wheel,,26,35,0.01,
YukonRetro,2001,Fish Wheel,,26,34,0.01,
YukonRetro,2001,Fish Wheel,,26,38,0,
YukonRetro,2001,Fish Wheel,,26,32,0,
YukonRetro,2001,Fish Wheel,200,27,34,0.81,
YukonRetro,2001,Fish Wheel,200,27,32,0.14,
YukonRetro,2001,Fish Wheel,,27,35,0.02,
YukonRetro,2001,Fish Wheel,,27,31,0.02,
YukonRetro,2001,Fish Wheel,,27,33,0.01,
YukonRetro,2001,Fish Wheel,,27,38,0,
YukonRetro,2001,Fish Wheel,,27,36,0,
YukonRetro,2001,Fish Wheel,200,28,34,0.58,
YukonRetro,2001,Fish Wheel,200,28,35,0.41,
YukonRetro,2001,Fish Wheel,,28,38,0.01,
YukonRetro,2001,Fish Wheel,,28,32,0,
YukonRetro,2001,Fish Wheel,,28,33,0,
YukonRetro,2001,Fish Wheel,,28,31,0,
YukonRetro,2001,Fish Wheel,,28,,,
YukonRetro,2001,Fish Wheel,200,29,38,1,
YukonRetro,2001,Fish Wheel,200,29,32,0,
YukonRetro,2001,Fish Wheel,,29,34,0,
YukonRetro,2001,Fish Wheel,,29,,,
YukonRetro,2001,Fish Wheel,,29,,,
YukonRetro,2001,Fish Wheel,,29,,,
YukonRetro,2001,Fish Wheel,,29,,,
YukonRetro,2001,Fish Wheel,200,30,35,0.93,
YukonRetro,2001,Fish Wheel,200,30,33,0.05,
YukonRetro,2001,Fish Wheel,,30,34,0.01,
YukonRetro,2001,Fish Wheel,,30,32,0.01,
YukonRetro,2001,Fish Wheel,,30,38,0,
YukonRetro,2001,Fish Wheel,,30,31,0,
YukonRetro,2001,Fish Wheel,,30,,,
YukonRetro,2001,Fish Wheel,200,31,34,0.94,
YukonRetro,2001,Fish Wheel,200,31,32,0.04,
YukonRetro,2001,Fish Wheel,,31,31,0.01,
YukonRetro,2001,Fish Wheel,,31,33,0.01,
YukonRetro,2001,Fish Wheel,,31,35,0,
YukonRetro,2001,Fish Wheel,,31,,,
YukonRetro,2001,Fish Wheel,,31,,,
YukonRetro,2001,Fish Wheel,200,32,31,0.39,
YukonRetro,2001,Fish Wheel,200,32,35,0.27,
YukonRetro,2001,Fish Wheel,,32,34,0.19,
YukonRetro,2001,Fish Wheel,,32,32,0.14,
YukonRetro,2001,Fish Wheel,,32,33,0.01,
YukonRetro,2001,Fish Wheel,,32,38,0.01,
YukonRetro,2001,Fish Wheel,,32,30,0,
YukonRetro,2001,Fish Wheel,201,33,38,0.84,
YukonRetro,2001,Fish Wheel,201,33,32,0.11,
YukonRetro,2001,Fish Wheel,,33,34,0.02,
YukonRetro,2001,Fish Wheel,,33,33,0.02,
YukonRetro,2001,Fish Wheel,,33,31,0.01,
YukonRetro,2001,Fish Wheel,,33,35,0,
YukonRetro,2001,Fish Wheel,,33,,,
YukonRetro,2001,Fish Wheel,201,34,32,0.99,
YukonRetro,2001,Fish Wheel,201,34,36,0.01,
YukonRetro,2001,Fish Wheel,,34,34,0,
YukonRetro,2001,Fish Wheel,,34,38,0,
YukonRetro,2001,Fish Wheel,,34,35,0,
YukonRetro,2001,Fish Wheel,,34,33,0,
YukonRetro,2001,Fish Wheel,,34,,,
YukonRetro,2001,Fish Wheel,201,35,38,0.48,
YukonRetro,2001,Fish Wheel,201,35,34,0.35,
YukonRetro,2001,Fish Wheel,,35,33,0.12,
YukonRetro,2001,Fish Wheel,,35,35,0.03,
YukonRetro,2001,Fish Wheel,,35,32,0.01,
YukonRetro,2001,Fish Wheel,,35,31,0,
YukonRetro,2001,Fish Wheel,,35,36,0,
YukonRetro,2001,Fish Wheel,202,36,32,0.76,
